Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,latitude.data,longitude.data,altitude.data,utm_easting.data,utm_northing.data,zone_num.data,zone_letter.data,quality.data
1646352951.2104867,871,0,0,,42.34128166666667,-71.08663333333334,12.3,328112.8626423348,4689778.1197773395,19.0,T,0
1646352952.2088397,872,0,0,,42.34128166666667,-71.08663333333334,12.3,328112.8626423348,4689778.1197773395,19.0,T,0
1646352953.2098918,873,0,0,,42.34128166666667,-71.08663333333334,12.3,328112.8626423348,4689778.1197773395,19.0,T,0
1646352954.2099328,874,0,0,,42.34128166666667,-71.08663333333334,12.3,328112.8626423348,4689778.1197773395,19.0,T,0
1646352955.2060192,875,0,0,,42.34128166666667,-71.08663333333334,12.3,328112.8626423348,4689778.1197773395,19.0,T,0
1646352956.2070606,876,0,0,,42.341280000000005,-71.08663333333334,12.3,328112.8581006059,4689777.93470662,19.0,T,0
1646352957.2095597,877,0,0,,42.341280000000005,-71.08663166666668,12.3,328112.9953985721,4689777.93133726,19.0,T,0
1646352958.21327,878,0,0,,42.341280000000005,-71.08663166666668,12.3,328112.9953985721,4689777.93133726,19.0,T,0
1646352959.2134252,879,0,0,,42.341280000000005,-71.08663166666668,12.3,328112.9953985721,4689777.93133726,19.0,T,0
1646352960.2042432,880,0,0,,42.341280000000005,-71.08663166666668,12.4,328112.9953985721,4689777.93133726,19.0,T,0
1646352961.213647,881,0,0,,42.341280000000005,-71.08663166666668,12.4,328112.9953985721,4689777.93133726,19.0,T,0
1646352962.2126062,882,0,0,,42.341280000000005,-71.08663166666668,12.4,328112.9953985721,4689777.93133726,19.0,T,0
1646352963.2146895,883,0,0,,42.341280000000005,-71.08663166666668,12.4,328112.9953985721,4689777.93133726,19.0,T,0
1646352964.211741,884,0,0,,42.341280000000005,-71.08663166666668,12.4,328112.9953985721,4689777.93133726,19.0,T,0
1646352965.2025666,885,0,0,,42.341280000000005,-71.08663166666668,12.4,328112.9953985721,4689777.93133726,19.0,T,0
1646352966.2080107,886,0,0,,42.34127833333334,-71.08663166666668,12.4,328112.9908568469,4689777.74626654,19.0,T,0
1646352967.2097626,887,0,0,,42.34127833333334,-71.08663166666668,12.4,328112.9908568469,4689777.74626654,19.0,T,0
1646352968.2080817,888,0,0,,42.34127833333334,-71.08663166666668,12.4,328112.9908568469,4689777.74626654,19.0,T,0
1646352969.2033145,889,0,0,,42.34127833333334,-71.08663166666668,12.4,328112.9908568469,4689777.74626654,19.0,T,0
1646352970.207855,890,0,0,,42.34127833333334,-71.08663166666668,12.5,328112.9908568469,4689777.74626654,19.0,T,0
1646352971.2033498,891,0,0,,42.34128166666667,-71.08663166666668,12.7,328112.99994029745,4689778.116407979,19.0,T,0
1646352972.206654,892,0,0,,42.341286666666676,-71.08662833333332,12.9,328113.28816138196,4689778.66488143,19.0,T,0
1646352973.2068186,893,0,0,,42.34129500000001,-71.08662166666667,13.1,328113.860061713,4689779.576757641,19.0,T,0
1646352974.2035844,894,0,0,,42.34131000000001,-71.08660833333333,13.4,328114.99932027666,4689781.2154394705,19.0,T,0
1646352975.2045958,895,0,0,,42.34133166666667,-71.086585,13.6,328116.98053204885,4689783.57418861,19.0,T,0
1646352976.2076283,896,0,0,,42.341355,-71.08655666666667,13.7,328119.37817751156,4689786.107901271,19.0,T,0
1646352977.2076216,897,0,0,,42.341375,-71.08653666666667,13.9,328121.0802494568,4689788.288319265,19.0,T,0
